Duplicated name,Without location,Without description,Without website,Unverified,Followers,Followings,Public member,Likes,Total tweets,Age,Default theme,Default photo,Source,Without geotagged,Tweet's retweets,Tweet's likes,Mentions,Hashtags,Link,Label
0,0,0,0,1,4458,2120,205,9999,21247,0,0,0,69,1,1,1,0,1,1,0
0,0,0,1,1,631,985,6,41512,47857,0,0,0,88,1,0,0,2,5,0,0
0,0,0,1,1,0,3,0,88,82,1,1,0,88,1,1,1,0,1,0,1
0,0,0,1,1,452,805,3,3984,1170,0,1,0,93,1,1,1,0,5,0,0
0,0,0,1,1,1090,543,30,22135,40990,0,0,0,92,1,1,1,0,6,1,0
0,0,0,0,1,565,1405,10,15551,18538,0,0,0,90,1,1,1,0,15,0,0
0,0,0,0,0,18299,1039,431,2737,24469,0,0,0,80,1,1,1,0,1,1,0
0,0,0,1,1,1722,1814,7,30072,34730,0,1,0,90,1,0,0,3,1,0,0
0,0,0,1,1,2081,4819,0,1100189,447949,0,1,0,90,1,1,1,0,1,0,0
0,0,0,0,0,14013,1532,304,98331,120703,0,0,0,93,1,2,7,0,2,1,0
0,0,0,0,1,525,63,15,87775,40939,0,0,0,80,1,2,4,0,7,0,0
0,0,0,1,1,85,665,2,4942,15004,0,1,0,93,1,0,0,1,1,0,1
0,1,1,1,1,0,3,0,0,10,0,1,0,93,1,1,1,1,1,0,1
0,0,0,0,1,226,160,11,574,57898,0,1,0,11,1,0,0,0,8,1,1
0,1,0,1,1,36859,5522,113,339319,39712,0,1,0,93,1,16,54,0,4,0,0
0,0,0,0,1,52,59,0,495,8412,0,0,0,26,1,2,1,0,4,1,1
0,0,0,1,1,155,347,2,2302,4381,0,0,0,88,1,1,1,3,4,1,0
0,0,0,0,1,14510,2892,224,62,6116,0,0,0,12,1,1,3,0,1,1,0
0,0,0,0,1,5957,357,250,33,5373,0,0,0,80,1,1,1,0,19,1,1
0,1,0,1,1,104,309,0,1277,3507,0,0,0,93,1,0,0,1,5,1,1
0,0,0,0,1,30,3,0,1203,1624,0,1,0,88,1,0,0,2,3,0,1
0,1,0,0,1,75,271,0,3802,849,0,1,0,90,1,0,0,0,1,1,1
0,0,0,0,1,331,91,4,411,2753,0,1,0,93,1,3,6,0,2,1,0
0,0,0,0,1,914,1751,17,1673,6505,0,0,0,80,1,1,1,0,2,1,0
1,0,0,0,1,1206,463,58,1432,2130,0,0,0,88,1,1,1,3,3,1,0
0,1,0,0,1,4,9,0,0,404,0,1,0,93,1,1,1,0,24,0,1
0,0,0,1,1,1152,3296,222,20584,85384,0,0,0,90,1,1,1,0,1,1,0
0,0,0,0,1,343,901,0,11661,2091,0,1,0,93,1,0,0,0,2,1,1
0,0,0,0,1,1944,1619,140,59578,118963,0,0,0,88,1,0,1,1,2,0,0
0,1,0,0,1,9,155,0,205,97,1,1,0,93,1,0,0,0,13,1,1
0,0,0,0,1,500,635,37,1247,5442,0,0,0,88,1,1,1,0,8,0,0
0,1,0,1,1,101,297,2,335,1396,1,1,0,88,1,2,1,0,5,0,1
0,0,0,1,1,490,416,4,1560,983,0,0,0,88,1,0,1,0,2,1,0
0,1,0,1,1,107,113,3,854,867,0,1,0,88,1,1,1,0,4,1,1
0,0,0,0,1,183,1093,2,715,221,0,1,0,88,1,2,7,0,3,2,0
0,0,0,1,1,3519,3299,1,2545,3225,0,1,0,93,1,1,3,4,3,1,0
0,1,0,1,1,678,231,6,4776,664,0,1,0,88,1,1,1,2,1,1,0
0,0,1,1,1,185,302,28,12913,56821,0,0,0,26,1,0,0,0,1,1,1
0,0,0,0,1,3312,610,91,626,3676,0,0,0,29,1,3,3,1,3,1,0
0,0,0,0,0,142913,3495,222,69812,60333,0,0,0,29,1,1,2,1,2,1,0
0,0,0,1,1,221,195,3,148,725,0,1,0,25,1,1,1,0,2,1,1
0,0,0,0,1,578,337,28,70,2080,0,0,0,29,1,1,1,0,9,1,1
0,0,0,0,1,42,71,0,3,67,1,1,0,29,1,1,1,0,6,2,1
0,0,0,1,1,466,19,8,12,4178,0,1,0,18,1,1,2,0,5,0,1
0,1,0,1,1,12,64,0,341,250,1,1,0,90,1,1,1,0,3,0,1
0,0,0,1,1,1563,2565,11,40117,44573,0,1,0,90,1,0,0,2,2,0,0
0,0,0,0,0,12909,2041,359,6101,93267,0,0,0,101,1,1,1,1,6,1,0
0,0,0,1,1,86,252,1,1929,2493,0,1,0,88,1,1,1,0,2,1,1
0,0,0,0,1,4931,1775,30,10567,4912,0,1,0,93,1,8,16,0,3,0,0
0,0,0,0,1,1461,1268,0,833,4984,0,0,0,88,1,1,2,1,3,1,0
0,0,0,1,1,1082,2479,3,722,934,1,1,0,90,1,0,3,1,4,1,1
0,1,0,1,1,216,145,2,5973,17900,0,0,0,93,1,0,0,0,2,0,1
0,0,0,0,1,3395,3158,134,16395,69081,0,0,0,93,1,1,1,0,4,1,0
0,1,0,1,1,168,5,1,4417,8052,0,1,0,88,1,0,1,1,1,1,1
0,0,0,0,1,6569,6041,82,187850,310266,0,0,0,12,1,3,2,2,13,1,0
0,0,0,0,1,674,1954,15,18602,2889,0,0,0,90,1,0,0,0,2,0,0
0,1,0,1,1,417,981,0,21767,26489,0,1,1,90,1,1,1,0,1,1,1
0,0,0,1,1,1478,4924,4,27948,48480,0,1,0,93,1,1,1,0,5,2,0
0,0,0,1,1,49,43,1,53,564,0,1,0,19,1,1,1,0,4,0,1
0,0,0,0,1,2092,2943,41,30334,5308,0,0,0,88,1,1,1,1,8,1,0
0,0,0,1,1,844,949,5,89810,33791,0,1,0,93,1,0,0,1,1,0,0
0,0,0,1,1,2824,4515,1,718,635,0,1,0,90,1,3,6,0,2,0,0
0,1,0,0,1,1820,2836,68,11411,13485,0,0,0,93,1,1,3,2,4,1,0
0,0,0,0,1,18421,19180,37,77681,28157,0,0,0,91,1,2,0,0,6,1,0
0,0,0,0,1,2520,2320,149,1250,7889,0,0,0,56,1,1,1,0,4,1,0
0,1,0,1,1,204,93,1,1022,4084,0,1,0,93,1,1,1,0,1,1,1
0,0,0,1,1,152,613,1,21,79,0,1,0,93,1,1,1,0,2,0,1
0,0,0,0,1,4122,4974,376,79639,509940,0,0,0,93,1,2,3,0,4,1,0
0,1,0,1,1,118,139,0,1833,1972,0,1,0,88,1,3,3,0,28,1,1
0,0,0,1,1,34,13,1,33,166,0,1,0,93,1,2,2,0,1,0,1
0,1,0,0,1,68,197,6,1873,49974,0,1,0,88,1,1,1,0,13,2,1
0,0,1,0,1,27,18,2,2,514,0,1,0,17,1,1,3,0,10,0,1
0,0,0,1,1,663,845,17,18654,14797,0,1,0,93,1,1,2,0,3,1,0
1,0,0,0,1,18161,18928,35,801,5686,0,0,0,88,1,2,1,0,22,1,0
1,0,0,0,1,282,719,2,2563,8402,0,1,0,12,1,1,1,4,3,1,0
0,1,0,0,1,4495,359,3,1615,2591,0,1,0,93,1,1,3,0,11,0,0
0,0,0,0,1,223,4576,0,15852,93543,0,1,0,88,1,1,1,0,10,3,0
0,1,0,1,1,180,543,1,1369,1061,1,1,0,88,1,0,0,0,2,1,1
0,0,0,1,1,973,364,21,2163,1815,0,1,0,88,1,2,3,0,2,0,0
0,0,0,0,1,17,1,0,4,203,0,0,0,88,1,2,1,0,20,1,1
0,0,0,0,1,804,382,10,253,2293,0,0,0,88,1,1,2,0,11,1,0
0,1,0,1,1,3839,4820,115,74290,230923,0,0,0,93,1,0,0,1,2,0,0
0,1,0,1,1,4670,4700,3,9092,9674,0,1,0,88,1,4,8,1,5,0,0
0,0,0,1,1,58,227,0,7035,1181,0,1,0,93,1,0,0,0,1,1,1
0,0,0,1,1,104077,88167,859,117604,70107,0,1,0,93,1,1,1,0,6,2,0
0,0,0,0,1,331,1198,19,2779,10107,0,0,0,80,1,0,0,0,3,1,0
0,0,0,1,1,136,307,1,4801,1122,0,1,0,93,1,1,1,1,1,0,0
0,0,0,1,1,35,166,0,921,2274,1,1,0,93,1,0,0,2,2,0,1
0,1,0,0,1,1,3,0,137,133,1,1,0,90,1,1,2,0,13,0,1
0,0,0,1,1,1494,1683,6,26252,33511,0,0,0,88,1,0,0,1,1,0,0
0,0,0,1,1,4054,1999,525,105382,283779,0,0,0,88,1,1,1,1,2,1,0
1,0,0,1,1,497,784,13,12622,19663,0,0,0,93,1,1,2,0,1,0,0
0,0,0,1,1,64,162,0,1195,959,1,1,0,90,1,1,2,0,5,1,1
0,1,0,0,1,12139,12187,30,8398,8970,0,1,0,88,1,1,2,1,2,1,0
0,1,0,1,1,29,42,0,60,1055,0,1,0,88,1,1,2,0,6,1,1
1,0,0,0,1,26209,16458,134,82568,149493,0,1,0,90,1,4,8,0,7,1,1
0,0,0,0,1,3635,1154,350,13,301836,0,0,0,31,1,1,1,0,1,0,0
0,1,0,1,1,195,230,0,88,144,0,1,0,93,1,1,1,0,1,1,1
0,1,1,1,1,516,2717,0,79615,36444,0,1,0,93,1,1,1,0,3,0,1
0,0,0,0,1,4197,2663,67,81489,48193,0,0,0,88,1,3,4,0,3,0,0
0,0,0,0,1,4421,449,56,7657,3543,0,0,0,93,1,0,0,1,3,0,0
0,1,0,1,1,194,2907,14,970,1082,0,1,0,93,1,1,1,0,27,0,1
0,0,0,1,1,121,62,0,7,13303,0,1,0,97,1,1,2,0,1,1,1
0,1,0,1,1,3869,2146,115,21557,44823,0,0,0,88,1,1,2,0,1,1,0
0,0,0,0,1,1349,2711,48,25994,35757,0,0,0,88,1,1,1,2,4,1,0
0,1,0,1,1,2,4,0,1,15,1,1,0,93,1,1,1,0,12,0,1
0,1,0,1,1,24016,23789,131,158586,178031,0,0,0,88,1,1,5,0,1,0,0
0,0,0,0,1,486,989,12,1784,6152,0,1,0,88,1,2,1,0,22,1,0
0,0,0,1,1,1094,1806,42,41096,18113,0,0,0,90,1,0,1,0,2,1,0
0,0,0,1,1,58,132,0,68,263,0,0,0,88,1,1,1,1,5,1,1
0,0,0,1,1,384,245,5,6865,5354,0,1,0,93,1,0,0,0,1,1,1
0,0,0,0,1,3392,1844,285,6878,44870,0,0,0,80,1,1,1,6,6,1,0
0,0,0,0,0,28156,3455,744,11838,39770,0,0,0,29,1,3,2,0,5,0,0
0,1,1,1,1,2,84,0,0,9,0,1,1,88,1,1,2,0,4,1,1
0,1,0,0,1,23,5,1,2,4056,0,1,0,29,1,1,1,0,1,1,1
0,0,0,0,1,366,260,5,664,877,0,0,0,29,1,1,2,1,5,1,0
0,0,0,0,1,331,425,3,528,317,0,1,0,29,1,2,2,0,7,0,0
0,0,0,0,1,11,0,0,0,347,0,1,0,29,1,1,1,0,20,1,1
0,1,0,0,1,3136,4992,43,7691,3104,0,0,0,80,1,2,1,0,4,1,0
0,0,0,1,1,262,228,2,43,520,0,1,0,80,1,1,2,3,2,1,1
1,0,0,0,1,894,1005,30,301,766,0,0,0,30,1,1,1,0,3,1,0
0,0,0,0,1,100124,6084,353,2513,66316,0,1,0,88,1,7,22,2,1,1,0
0,0,0,1,1,320,211,5,53543,110259,0,1,0,90,1,1,1,0,6,0,0
0,0,0,1,1,130,113,8,13045,7458,0,1,0,92,1,0,0,1,2,0,1
0,0,0,1,1,1239,962,10,165047,23085,0,0,0,90,1,0,1,0,1,0,0
1,0,0,0,0,43318,328,561,293563,13978,0,1,0,93,1,3,16,0,1,1,0
0,0,0,1,1,54,183,2,9409,11001,0,1,0,88,1,0,0,1,2,0,1
0,0,0,0,1,385,1141,2,338,455,0,0,0,88,1,0,0,1,1,0,0
0,1,0,1,1,14,174,0,1709,979,1,1,0,93,1,1,1,1,5,0,1
0,0,0,1,1,8877,9631,325,262795,187867,0,0,0,88,1,1,2,0,3,1,0
0,0,0,1,1,700,592,11,17173,9806,0,1,0,88,1,0,1,3,2,0,0
0,0,0,0,1,334919,693,1405,283,185319,0,0,0,80,1,1,3,0,3,0,0
0,0,0,0,1,5603,5649,142,5506,9721,0,0,0,88,1,1,5,1,5,0,0
0,0,0,1,1,19,57,0,124,1279,0,1,0,93,1,1,1,0,1,0,1
0,0,0,0,1,407,254,159,1040,145746,0,1,0,12,1,1,1,0,4,1,0
0,0,0,0,1,4499,4995,196,39530,56744,0,0,0,88,1,2,1,0,5,1,0
1,1,0,1,1,490,1073,13,21149,15469,0,0,0,88,1,0,0,0,2,1,1
0,0,0,0,0,6023,1099,131,811,3754,0,0,0,2,1,2,2,1,3,1,0
0,0,0,0,1,2214,89,51,111977,18930,0,1,0,90,1,2,6,0,1,1,0
0,0,0,0,1,30265,2679,588,5461,7280,0,0,0,70,1,2,2,0,1,1,0
0,0,0,1,1,555,311,7,1379,1092,0,1,0,93,1,0,0,0,2,1,1
0,1,1,1,1,190,622,0,883,3865,0,1,0,93,1,0,0,1,2,0,1
0,0,0,1,1,827,1031,2,4885,11016,0,1,0,90,0,0,0,0,5,1,1
0,0,0,0,1,1192,264,19,461,4098,0,1,0,93,1,1,1,0,3,1,0
0,0,0,1,1,185,409,1,10936,14439,0,1,0,93,0,0,0,1,1,0,0
0,0,0,1,1,1218,1825,73,33851,5301,0,0,0,90,1,1,1,0,1,0,0
0,0,0,0,1,39,61,0,7844,32,0,1,0,37,1,1,1,0,8,1,1
1,0,0,0,1,1114,916,14,1624,2089,0,1,0,88,1,1,1,0,2,1,0
0,0,0,0,0,9857,1147,130,13262,32954,0,0,0,93,1,6,3,0,5,0,0
0,0,0,1,1,53,686,0,293,584,0,1,0,90,1,2,1,0,27,0,1
0,0,0,1,1,137,1622,0,48079,24782,0,0,0,88,1,0,0,1,6,0,1
0,0,0,0,1,395,392,0,9526,3312,1,1,0,90,1,1,5,0,5,0,0
0,1,0,1,1,2395,1728,135,219,24279,0,1,0,88,1,1,4,0,2,0,1
0,0,0,0,1,796,550,35,274,168,0,0,0,88,1,2,4,1,1,1,0
0,0,0,0,1,649,923,5,24456,4389,0,1,0,90,1,0,1,3,2,0,0
0,0,0,0,0,1897136,537,5532,282,219883,0,0,0,12,1,0,6,0,1,2,0
0,1,0,1,1,123,590,1,2994,3847,0,1,0,88,1,0,0,0,13,1,1
1,0,0,0,1,571,374,23,2120,4258,0,0,0,88,1,3,1,1,3,1,0
0,0,0,1,1,4001,2035,230,106289,77369,0,1,0,88,1,0,0,1,1,0,0
0,0,0,0,1,395,7,5,46,83788,0,1,0,24,1,1,1,0,6,2,1
0,0,0,0,1,1376,774,64,69851,30179,0,1,0,88,1,1,8,0,1,0,0
0,0,0,0,1,2177,2667,191,7,285989,0,0,0,88,1,0,1,0,1,1,1
0,0,0,1,1,1558,2238,6,127691,19671,0,0,0,88,1,0,0,2,1,0,0
0,0,0,1,1,294,287,12,6376,10251,0,1,0,93,1,1,3,0,1,0,0
0,0,0,0,0,12178,2356,550,2965,60953,0,1,0,88,1,2,2,0,1,1,0
0,0,0,0,1,1785,2686,71,27476,60736,0,0,0,90,1,0,2,0,4,1,0
0,0,0,0,1,490,599,15,445,998,0,0,0,88,1,3,2,0,5,1,0
0,0,1,1,1,0,9,0,0,45,0,1,0,93,1,1,2,0,17,0,1
1,0,0,0,1,215,29,5,181,936,0,1,0,20,1,1,1,0,4,1,1
0,0,0,0,1,2253,4698,32,43925,23852,0,0,0,88,1,1,1,0,3,1,0
0,0,0,0,1,2132,2293,80,5491,5728,0,1,0,88,1,0,0,0,4,1,1
0,0,0,1,1,486,434,34,50940,41207,0,0,0,90,1,0,0,4,2,0,0
0,1,0,0,1,3524,4947,4,48823,15554,0,1,0,93,1,1,1,0,20,1,1
0,1,0,1,1,160,1092,5,2097,8781,0,1,0,93,1,0,0,0,3,1,1
0,0,0,0,1,2648,606,58,1226,6432,0,0,0,29,1,1,1,0,1,0,0
0,0,0,0,1,3865,5003,6,2777,4205,0,1,0,93,1,8,7,1,8,0,0
0,0,0,0,1,434,1,3,16,6163,0,1,0,116,1,1,1,0,1,1,1
0,0,0,1,1,42,360,0,1736,2036,0,1,0,92,1,0,0,1,1,0,1
0,0,0,0,1,12667,1295,419,1801,48967,0,0,0,29,1,1,1,0,6,1,0
0,0,0,1,1,420,1858,6,2922,14047,0,0,0,93,1,1,1,0,2,0,0
0,0,0,0,1,9550,404,234,1381,99766,0,0,0,88,1,2,1,5,1,0,0
0,0,0,0,1,195,674,13,5330,1632,0,1,0,90,0,1,0,0,8,0,0
0,0,0,1,1,275,1370,4,21885,22091,0,0,0,93,1,1,2,0,2,0,0
0,0,0,0,0,5881,1961,159,4779,16167,0,0,0,93,1,1,1,0,1,2,0
0,0,0,1,1,11,164,0,25007,29384,0,1,0,88,1,1,0,0,1,0,1
0,0,0,0,1,479,1923,10,702,1266,0,1,0,88,1,1,0,2,1,1,0
0,0,0,0,1,133,15,0,219,483,0,1,0,93,1,1,0,0,8,0,1
1,1,0,1,1,0,0,0,1,4,0,1,0,93,1,1,1,1,4,0,1
0,1,0,1,1,49,247,0,6753,4228,0,1,1,92,1,0,3,3,4,0,1
0,1,0,1,1,29,191,0,146,41,1,1,0,90,1,1,1,0,1,0,1
0,0,0,0,1,1051,1378,89,7472,15142,0,0,0,90,1,1,3,2,5,0,0
0,1,0,1,1,1,0,0,0,185,0,1,0,88,1,1,1,0,2,0,1
0,0,0,0,1,50153,3589,1106,3548,26473,0,0,0,29,1,2,2,0,6,1,0
0,1,0,1,1,249,996,2,24492,7705,0,1,0,90,1,0,2,8,1,1,1
0,0,0,0,1,4815,460,116,1400,7671,0,0,0,29,1,3,4,0,1,2,0
0,1,0,0,1,878,247,17,21,340,0,1,0,12,1,2,1,0,3,1,1
0,1,0,1,1,336,567,3,11008,6191,0,1,0,93,1,1,0,0,9,1,1
0,0,0,0,1,8265,521,224,28,25012,0,0,0,29,1,1,2,1,2,1,0
0,1,0,0,1,9,344,0,0,17,0,1,0,29,1,1,0,0,8,0,1
0,1,0,1,1,232,264,2,2725,8120,0,1,0,88,1,5,2,0,1,0,0
0,1,0,0,1,1799,359,81,664,5419,0,0,0,29,1,4,3,1,2,1,0
0,0,0,0,1,1899,1497,53,1815,4004,0,0,0,29,1,1,0,1,1,2,0
0,0,0,0,1,528,1077,7,268,700,0,1,0,29,1,1,1,0,7,1,1
0,0,0,0,1,2471,2365,132,139,9676,0,0,0,54,1,1,1,0,3,1,0
0,1,0,1,1,78,840,0,1921,1684,0,1,0,32,1,1,0,0,1,0,1
0,0,0,0,1,1390,1605,58,53,4299,0,0,0,30,1,1,0,0,3,1,1
1,0,0,0,1,61,269,1,17,1308,0,1,0,88,1,1,1,0,7,1,1
0,1,0,1,1,16,17,0,84,265,1,1,0,90,1,2,2,0,4,0,1
0,0,0,1,1,453,583,0,8352,12001,0,1,0,92,1,2,1,1,3,0,0
0,1,0,0,1,62,2,1,1023,22305,0,1,0,110,1,1,0,0,2,1,1
0,0,0,0,1,1982,99,242,202,29319,0,1,0,29,1,2,1,0,3,1,0
0,0,0,0,1,214960,657,1156,1160,2525,0,1,0,64,1,50,142,0,4,1,0
0,0,0,0,1,3340,839,185,964,24706,0,0,0,88,1,1,1,1,2,1,0
0,0,0,1,1,885,467,31,1222,10308,0,0,0,88,1,0,0,0,3,1,1
0,1,0,1,1,1130,1583,12,5946,34593,0,1,0,90,1,0,0,2,1,0,1
0,0,1,1,1,606,1209,107,19128,98135,0,0,0,92,1,1,1,1,3,1,0
0,1,0,1,1,254,244,25,28013,38112,0,1,0,90,1,1,0,0,3,1,1
0,0,0,1,1,1252,270,8,1305,5473,0,1,0,88,1,3,3,1,2,0,0
0,0,0,0,0,8736,258,526,679,36183,0,0,0,88,1,1,0,2,2,1,0
0,0,0,1,1,576,1108,74,270,7285,0,0,0,88,1,0,0,1,3,1,1
0,0,0,1,1,259,203,4,4172,1720,0,0,0,88,1,1,1,0,4,0,0
0,1,1,1,1,328,291,8,15677,9255,0,1,0,88,1,1,2,0,1,0,1
0,0,0,0,1,212,403,4,131,1379,0,0,0,29,1,1,1,1,3,1,0
0,0,0,0,1,30,426,0,327,1899,0,1,0,93,1,1,1,2,3,0,0
0,0,0,0,1,103,330,0,66,227,0,1,0,93,1,1,1,1,5,1,1
0,1,0,1,1,1254,120,19,4932,6112,0,1,0,92,1,0,0,2,4,0,1
0,1,1,1,1,58,137,5,1898,4695,0,1,0,90,1,1,0,0,6,1,1
0,0,0,1,1,3126,2466,18,38286,62150,0,1,0,93,1,0,1,1,1,0,0
0,0,0,1,1,1041,1118,25,56161,22636,0,1,0,93,1,1,1,0,7,1,1
0,0,0,0,1,571,336,5,5044,5992,0,1,0,88,1,1,2,0,1,0,0
0,0,0,1,1,268,423,2,54394,18144,0,1,0,88,1,1,0,3,2,0,0
0,0,0,1,1,4638,2901,142,7725,14328,0,0,0,88,1,1,1,0,5,2,0
0,0,1,1,1,200,682,5,19441,7521,0,1,0,93,0,0,1,1,1,0,0
0,0,0,0,1,946,4655,4,2166,4552,0,0,0,88,1,1,1,0,11,0,0
0,0,0,0,1,5041,1259,49,939,13669,0,0,0,88,1,4,5,2,3,1,0
0,0,0,0,1,1108,2298,7,1278,7030,0,0,0,90,0,1,1,0,3,1,0
0,1,0,0,1,8660,1437,156,50221,26178,0,1,0,90,1,2,10,0,3,1,0
1,0,0,1,1,2593,2209,76,19680,29528,0,0,0,93,1,1,1,2,7,1,0
0,0,0,0,1,1988,3890,22,15759,15830,0,1,0,93,1,1,0,1,2,1,0
0,0,0,0,1,304,590,44,1796,5586,0,1,0,37,1,1,0,0,6,1,1
0,0,0,0,1,3126,290,140,5139,2120,0,0,0,93,1,2,1,0,4,0,0
0,0,0,0,0,15572,1438,557,2881,7977,0,0,0,29,1,1,2,3,4,1,0
0,0,0,0,1,1760,411,59,1284,5379,0,0,0,70,1,1,3,1,1,1,0
0,0,0,0,1,39,30,0,9,373,0,1,0,88,1,1,0,0,2,0,1
0,0,0,0,1,0,0,0,1,43,1,1,0,88,1,1,0,0,5,1,1
0,1,0,1,1,10,53,0,134,100,1,1,0,88,1,0,0,3,2,0,1
0,0,0,0,1,66,157,1,583,586,0,1,0,88,1,2,2,0,4,1,1
0,0,0,1,1,10678,8639,12,74443,101543,0,1,0,93,1,5,5,0,2,0,0
0,1,0,1,1,2,0,0,0,1178,0,1,0,43,1,1,1,0,5,1,1
0,0,0,1,1,414,693,15,46457,7815,0,1,0,90,1,1,3,0,3,0,0
0,1,0,0,1,473,193,4,444,3541,0,1,0,88,1,0,0,1,1,1,1
0,0,0,0,1,176,342,1,1456,754,0,1,0,93,1,1,0,0,3,0,0
0,0,0,0,1,274,590,1,247,748,0,1,0,90,1,1,0,0,19,1,1
0,0,0,1,1,2757,4999,2,3,4724,0,1,0,88,1,1,0,0,15,1,1
0,0,0,1,1,372,1020,1,35481,6554,0,1,0,93,1,1,3,0,1,0,0
0,1,0,1,1,1591,1732,9,17284,15486,0,1,0,88,1,0,1,0,3,1,1
0,1,0,1,1,944,1954,31,54763,19346,0,0,0,90,1,0,0,0,2,1,1
0,0,0,1,1,3,144,0,100,122,1,1,0,90,1,1,1,0,4,0,1
0,1,1,1,1,210,203,10,382,310,0,1,0,88,1,1,1,1,3,1,1
0,0,0,0,1,165,148,0,324,448,0,0,0,88,1,2,0,1,1,0,0
0,0,0,1,1,18,41,1,2793,4045,0,1,0,88,1,0,0,3,1,0,1
0,0,0,1,1,210,240,5,720,4512,0,1,0,93,1,1,0,0,3,1,1
0,1,1,1,1,1441,3137,30,25565,42717,0,1,0,90,1,0,0,3,2,1,1
0,0,0,1,1,235,250,20,4355,7797,0,0,0,93,1,2,2,1,1,1,0
0,0,0,1,1,6253,6879,18,303138,283497,0,0,0,88,1,0,0,3,2,0,0
1,0,0,0,1,7295,808,127,803,9368,0,0,0,29,1,1,1,3,2,0,0
0,0,0,0,0,56060,5889,389,44480,32518,0,0,0,93,1,10,40,0,5,1,0
0,0,0,0,1,567,1769,0,22,1258,1,1,0,3,1,1,0,0,5,0,1
0,1,0,0,0,449324,106,2059,199,441038,0,0,0,88,1,3,13,1,4,1,0
