Duplicated name,Without location,Without description,Without website,Unverified,Followers,Followings,Public member,Likes,Total tweets,Age,Default theme,Default photo,Source,Without geotagged,Tweet's retweets,Tweet's likes,Mentions,Hashtags,Link,Label
0,0,0,1,1,3030,3014,0,10272,19097,1,1,0,90,1,4,8,1,3,0,0
0,1,0,1,1,16183,2924,28,2441,7140,0,0,0,80,1,1,4,0,2,1,0
0,0,0,0,1,7,1,0,0,209,0,1,0,30,1,1,1,0,6,1,1
0,0,0,0,1,5,22,0,29,43,1,1,0,88,1,0,0,1,3,0,1
0,0,0,1,1,374,979,9,2018,15845,0,0,0,88,1,0,0,1,2,0,0
0,0,0,0,1,23264,2827,520,5527,28020,0,0,0,30,1,1,1,1,5,1,0
0,1,0,1,1,82,472,0,4669,4379,0,1,0,90,1,1,1,0,3,1,1
0,0,0,0,1,3631,680,59,1745,3094,0,0,0,88,1,1,1,2,5,1,0
0,0,0,0,1,367,564,32,1355,1506,0,0,0,93,1,1,3,2,2,0,0
0,0,1,1,1,22,72,0,15728,9833,0,1,0,93,1,0,0,4,3,0,1
0,1,0,0,1,7,96,0,58,235,0,1,0,90,1,1,0,0,4,0,1
0,1,1,1,1,122,833,5,13594,11137,0,1,0,92,1,0,0,10,12,1,1
0,1,0,1,1,8330,26540,22,0,24945,0,1,0,70,1,1,1,0,20,1,1
0,0,0,0,1,3182,3336,14,2554,31659,0,1,0,121,1,2,1,0,3,1,0
0,0,0,0,1,42,221,0,61,78,0,1,0,29,1,1,0,0,8,0,1
0,0,0,0,1,79,194,1,714,3745,0,0,0,88,1,1,1,0,4,1,0
0,1,0,1,1,21,0,1,0,479,0,1,0,88,1,1,1,0,2,0,1
0,0,0,0,1,2,201,0,113,128,0,1,0,88,1,1,0,1,2,1,1
0,0,0,0,1,662,108,17,374,25457,0,1,0,29,1,1,1,0,2,1,0
0,0,0,0,1,5821,1272,143,2432,50747,0,0,0,29,1,1,1,0,2,1,0
0,0,0,0,1,1,26,0,0,2,1,1,0,93,1,1,1,0,9,1,1
0,0,0,1,1,611,231,1,965,13206,0,1,0,88,1,1,3,0,3,1,0
0,0,0,0,1,289,240,5,363,5470,0,1,0,80,1,1,0,0,5,1,0
0,0,0,0,1,769,899,28,287,1446,0,0,0,30,1,1,0,1,3,1,0
0,1,1,1,1,147,56,0,34,5713,0,1,1,49,1,1,1,0,1,1,1
0,0,0,1,1,1818,1627,3,121662,68027,0,0,0,93,1,1,0,0,2,1,0
1,0,0,1,1,1145,878,0,15,112,1,1,0,90,1,0,0,3,1,0,1
0,0,0,0,1,1536,701,28,239,11551,0,0,0,88,1,2,1,1,2,2,0
0,0,0,1,1,2508,3981,2,138739,36477,0,0,0,93,1,0,0,2,6,0,0
0,0,0,1,1,421,402,3,26413,64646,0,0,0,90,1,1,0,0,2,0,0
0,0,0,0,1,6833,2962,278,20118,33231,0,0,0,12,1,1,1,2,3,1,0
0,0,0,1,1,1056,2536,4,7376,4267,0,1,0,93,1,1,4,0,1,0,0
0,1,0,1,1,3,1,0,0,65,1,1,0,90,1,1,0,0,16,1,1
0,0,0,1,1,56,142,1,1740,143,0,1,0,93,1,1,1,1,2,0,0
0,0,0,0,1,3566,834,82,614,5575,0,0,0,88,1,3,2,1,8,1,0
0,0,0,0,0,1207840,533,3221,218,983410,0,0,0,88,1,2,27,1,2,0,0
0,1,1,1,1,78,389,4,15858,7867,0,1,0,90,0,0,1,13,2,0,1
0,1,0,1,1,40,3,2,1057,2083,0,1,0,90,1,0,0,0,4,1,1
0,0,0,1,1,502,150,9,107,2159,0,0,0,93,1,1,2,0,1,0,0
0,1,0,0,1,93,793,2,107,372,0,1,0,90,1,1,2,0,18,0,1
0,1,0,1,1,7,45,0,235,68,1,1,0,93,1,1,1,1,2,0,1
0,0,0,1,1,30,118,0,2461,585,1,1,0,93,1,1,1,1,3,0,1
0,0,0,1,1,262,260,93,1024,81190,0,1,0,93,1,1,1,0,4,1,0
0,1,0,0,1,5745,21,63,403,1084,0,1,0,88,1,1,5,2,3,1,0
1,1,0,1,1,407,1499,18,31714,40494,0,1,0,93,1,0,0,0,2,1,1
0,1,0,1,1,1686,1819,0,7563,16167,0,1,0,90,1,0,0,1,2,0,1
0,0,0,0,1,372,2359,2,946,196,1,1,0,92,1,0,1,0,4,1,1
0,0,0,0,1,3361,769,194,21584,141217,0,0,0,93,1,1,1,0,3,0,0
0,1,1,1,1,79,191,0,7,51,0,0,0,88,1,1,5,0,6,1,1
0,0,0,0,0,45278,2971,143,76076,31462,0,0,0,93,1,13,56,0,3,0,0
0,1,0,1,1,298,371,2,6344,783,1,1,0,93,1,1,1,1,4,0,0
0,1,1,1,1,177,529,1,1182,10668,0,1,0,88,1,1,1,0,3,1,1
0,1,0,1,1,9,0,0,0,778,0,1,0,28,1,1,1,0,7,1,1
0,0,0,0,1,8693,1763,60,53,56406,0,1,0,28,1,2,1,0,7,1,1
0,0,0,0,1,1013,959,54,955,117183,0,0,0,34,1,1,1,0,3,1,0
0,0,0,1,1,1150,1687,14,9298,16359,0,0,0,93,1,0,1,0,6,1,1
0,1,0,0,1,5,20,0,0,129,1,1,0,88,1,1,2,0,4,0,1
0,1,0,1,1,63,367,0,1598,1673,1,1,0,90,1,1,1,0,3,1,1
0,0,0,0,1,1235,925,98,3061,65967,0,0,0,123,1,1,1,0,2,1,0
0,0,0,1,1,378,664,2,16851,8867,0,0,0,93,1,1,1,0,2,1,0
0,1,0,1,1,656,2499,0,22185,28608,0,1,0,93,1,0,1,1,2,0,1
0,0,0,0,0,6221,1128,165,1969,10632,0,0,0,81,1,2,2,0,2,1,0
0,0,0,1,1,121,766,4,3901,5285,0,1,0,93,1,0,0,0,1,1,1
0,1,1,1,1,4,98,0,3127,177,0,1,0,93,1,0,0,4,5,1,1
0,0,0,0,1,391,315,150,33,26421,0,0,0,88,1,1,1,0,5,1,0
0,0,0,0,1,38262,761,320,55132,16340,0,0,0,88,1,42,115,0,2,0,0
0,1,0,1,1,9,23,0,218,1749,0,1,0,88,1,1,2,1,2,1,1
0,0,0,0,1,32,202,0,18,435,0,1,0,88,1,1,0,0,12,1,1
0,0,0,0,1,5575,3460,133,89024,28627,0,0,0,88,1,0,0,0,2,1,0
0,0,0,1,1,94,103,2,4692,5298,1,1,0,90,1,1,1,0,2,0,1
0,0,0,1,1,1361,3906,14,132130,117367,0,0,0,93,1,1,1,0,2,1,0
0,0,0,0,1,770,336,10,1778,1691,0,1,0,88,1,1,1,0,10,1,0
0,0,0,0,1,4666,4297,17,6804,26232,0,0,0,88,1,1,2,1,2,1,0
0,0,0,1,1,703,1057,11,73781,11214,0,1,0,93,1,0,0,0,5,1,1
0,1,0,0,1,1717,2582,63,4148,20172,0,1,0,88,1,0,0,2,5,1,1
0,0,0,0,1,363,595,5,52041,6325,0,0,0,90,1,2,1,0,7,1,0
0,1,0,1,1,1,5,0,0,20,1,1,0,90,1,1,1,0,7,0,1
0,1,0,1,1,1369,4999,91,45874,41085,0,0,0,92,1,0,0,1,1,0,0
0,1,0,1,1,186,182,0,455,169,0,1,0,93,1,2,3,0,7,1,1
0,0,0,0,1,769,486,13,462,3677,0,1,0,29,1,2,1,0,6,1,0
0,0,0,0,1,6635,2387,138,6163,6533,0,0,0,12,1,1,1,1,3,1,0
0,1,0,0,1,1197,2329,0,189,474,0,1,0,90,1,1,1,0,6,1,1
0,0,0,0,1,8171,4470,5,23793,11899,1,1,0,93,1,1,2,1,2,0,0
0,0,0,1,1,9,27,0,16,149,1,1,0,90,1,1,1,0,2,1,1
0,1,0,1,1,985,1015,12,1586,13648,0,0,0,90,1,0,0,2,7,0,1
0,0,0,0,0,8917,2469,146,4018,11882,0,0,0,70,1,6,14,0,3,0,0
0,1,0,1,1,0,8,0,4,7,0,1,1,93,1,0,0,1,2,0,1
0,0,0,0,1,23,107,2,90,283,0,0,0,88,1,1,1,0,6,0,1
0,1,0,0,1,2106,3592,37,149473,32077,0,0,0,93,1,1,3,0,3,0,0
0,0,0,0,1,18012,194,239,2530,52174,0,0,0,86,1,1,2,0,2,0,0
0,1,0,1,1,4209,396,41,4564,1914,0,1,0,93,1,1,4,0,1,0,0
0,0,0,0,1,3027,5001,36,107724,36434,0,1,0,90,0,4,11,5,5,1,0
0,0,0,0,1,4326,3999,117,126888,283001,0,0,0,88,1,0,0,2,2,1,0
0,0,0,0,1,1006,4787,10,4568,14024,0,0,0,88,1,1,1,1,20,1,0
0,0,0,0,1,6432,3993,136,29020,8792,0,0,0,88,1,20,51,0,3,0,0
0,0,0,1,1,2109,4673,13,115208,31654,0,1,0,88,1,0,1,2,1,1,0
0,0,0,1,1,3681,5003,15,107018,57124,0,1,0,93,1,15,24,0,4,1,0
0,0,0,1,1,23103,25419,55,114890,59955,0,0,0,93,0,2,27,0,1,1,0
0,0,0,0,1,2485,257,32,170,2443,0,0,0,29,1,2,4,0,1,1,0
0,0,0,1,1,317,424,2,3952,4861,0,0,0,88,1,0,0,4,6,2,0
0,0,0,0,1,7807,8259,140,93,13170,0,0,0,29,1,1,1,1,4,1,0
0,0,0,0,1,9545,1824,108,2094,3708,0,0,0,29,1,1,2,0,7,1,0
0,0,0,0,1,30219,19573,309,1279,33250,0,0,0,29,1,1,1,0,2,1,0
0,0,0,1,1,487,656,0,50080,8416,0,1,0,90,1,1,5,0,2,0,0
0,0,0,0,1,302,668,15,2770,13699,0,1,0,90,1,1,2,0,3,1,0
0,0,0,0,1,533,668,8,567,749,0,1,0,29,1,1,1,0,2,1,0
0,0,0,0,1,2,3,0,0,64,1,1,0,17,1,1,1,0,3,1,1
0,0,0,0,1,171,851,0,30,100,1,1,0,68,1,0,0,0,6,1,1
0,0,0,0,1,542,1509,0,7426,203,1,1,0,88,1,1,2,0,13,1,1
0,0,0,1,1,4257,6608,2,0,29159,0,0,0,70,1,2,2,0,18,1,1
0,0,0,0,0,77543,6102,0,9821,54704,0,0,0,70,1,2,1,5,4,1,0
0,1,0,1,1,428,294,18,776,25036,0,0,0,59,1,0,0,0,2,1,1
0,1,0,0,1,111,436,2,165,1753,0,1,0,75,1,1,1,1,5,1,1
0,1,0,0,0,743429,311,1989,250,425430,0,0,0,88,1,2,6,0,2,1,0
0,0,0,0,0,9670,11,75,131,22158,0,1,0,88,1,2,3,0,4,1,0
0,1,1,1,1,2,16,0,64,484,1,1,1,93,1,1,1,0,10,1,1
0,0,0,0,0,952,163,12,3030,3583,0,1,0,93,1,0,1,0,4,1,0
0,0,0,0,1,1315,1099,30,1195,4219,0,0,0,88,1,1,3,0,2,1,0
0,0,0,0,1,1500,2568,14,26895,19901,0,1,0,93,1,1,2,0,2,1,0
1,0,0,1,1,133,93,30,6773,84070,0,1,0,93,1,0,0,0,2,1,1
0,0,0,0,1,21,96,0,10,187,0,1,0,90,0,2,2,0,18,0,1
1,0,0,0,0,30140,863,228,14,42767,0,0,0,86,1,2,2,2,1,1,0
0,0,0,1,1,9212,402,216,7594,34330,0,0,0,80,1,4,3,0,2,1,0
0,0,0,0,1,458,222,15,303,10872,0,1,0,88,1,1,1,0,2,2,0
0,0,0,0,1,3683,191,68,693,2064,0,1,0,68,1,2,1,0,3,1,0
0,0,0,1,1,4142,2395,70,4559,110671,0,0,0,88,1,1,1,0,1,0,0
0,0,0,0,0,55561,6419,1496,18804,64065,0,0,0,88,1,1,5,1,3,1,0
0,0,0,0,1,1770,82,11,7244,25684,0,0,0,76,1,1,1,0,6,2,0
0,0,0,0,1,6435,196,0,163,677,0,1,0,88,1,1,1,0,13,1,1
0,0,0,1,1,1339,238,60,13955,23161,0,0,0,93,1,0,0,1,5,0,0
0,0,0,0,1,47,51,0,39,100,0,0,0,90,0,3,1,0,3,0,1
0,0,0,0,1,6991,903,59,39807,23524,0,1,0,88,1,3,8,0,3,1,0
0,0,0,1,1,267,510,34,835,3393,0,0,0,88,1,0,0,1,1,0,0
0,0,0,0,1,2857,2516,83,409,21022,0,0,0,12,1,1,1,0,3,1,0
0,0,0,0,1,6397,6947,102,17358,34366,0,0,0,90,1,1,2,1,2,1,0
0,0,0,1,1,1513,3948,10,31902,7820,0,0,0,93,1,0,0,0,3,0,0
0,0,0,0,1,523,608,6,136,14366,0,0,0,88,1,2,1,0,5,1,0
0,1,1,1,1,16,50,1,0,35211,1,1,1,122,1,1,1,0,6,1,1
0,1,0,0,1,2061,1148,18,1038,1150,0,1,0,70,1,1,6,0,4,0,0
0,1,0,1,1,23,138,1,568,1074,0,1,0,93,1,1,1,0,2,0,1
0,0,0,0,0,14816,210,197,692,28115,0,1,0,88,1,2,3,0,2,0,0
0,0,0,1,1,127,260,1,30128,24403,0,1,0,90,1,0,0,0,2,1,1
0,1,0,1,1,1,0,0,0,191,0,1,0,29,1,1,1,0,10,1,1
1,0,0,0,0,25524507,1236,135488,749,900603,0,0,0,87,1,32,76,0,6,1,0
0,0,0,1,1,374,333,3,14371,8376,0,1,0,88,1,0,1,3,2,0,0
0,0,0,0,1,863,104,2,0,8475,0,1,0,70,1,2,3,0,20,1,1
0,1,1,1,1,8,24,0,1032,764,0,1,0,93,1,0,1,2,2,1,1
0,1,0,1,1,496,4982,0,29052,26076,0,1,0,90,1,1,1,1,5,1,1
0,1,0,0,1,53,0,0,1,31,1,1,0,88,1,1,2,0,15,1,1
0,0,0,0,1,6082,135,205,2498,77236,0,0,0,88,1,1,1,1,6,0,0
0,0,0,1,1,1181,82,58,5724,28011,0,0,0,90,1,0,0,0,1,1,1
0,0,0,0,1,2500,393,62,623,4722,0,1,0,88,1,1,4,2,2,1,0
0,0,0,1,1,1090,629,6,24249,24326,0,1,0,93,1,0,2,0,1,1,1
0,0,0,0,1,3615,5000,11,73121,17492,0,1,0,92,1,4,28,0,2,0,0
0,0,0,0,1,135,665,1,37,4827,0,1,0,29,1,1,2,0,25,0,1
0,1,1,1,1,23,176,0,172,35,1,1,0,93,1,1,4,0,6,0,1
0,1,0,1,1,324,544,12,12466,30338,0,1,0,88,1,0,0,0,1,1,1
1,1,0,1,1,44,196,1,612,335,0,1,0,92,1,0,1,2,6,0,1
0,1,0,1,1,5184,5207,23,48544,108197,0,1,0,88,1,3,3,10,1,1,0
1,0,0,1,1,24,55,0,74,1021,0,1,0,93,1,1,1,0,13,0,1
1,0,0,0,1,56526,3559,0,4790,15159,0,0,0,29,1,3,5,1,4,1,0
0,0,0,1,1,0,168,0,2095,4028,0,0,0,88,1,0,0,1,11,1,1
0,1,1,1,1,245,400,0,25906,7313,0,1,0,92,1,1,1,0,3,1,1
0,0,0,0,1,2066,907,116,215,15587,0,0,0,29,1,1,1,0,5,1,0
0,0,0,0,1,2700,937,69,2982,9218,0,0,0,35,1,2,3,1,1,1,0
0,0,0,1,1,315,376,8,53803,46135,0,1,0,88,1,3,3,9,8,1,0
0,1,0,1,1,470,374,0,14637,34616,0,1,0,90,1,1,1,0,2,0,1
0,1,0,0,1,119,144,3,3,97630,0,1,0,88,1,1,1,0,18,1,1
0,0,0,0,1,2951,5000,58,27823,22817,0,0,0,88,1,1,1,0,2,0,0
0,1,0,0,1,8,4,0,252,477,0,1,0,93,1,1,1,0,22,1,1
1,0,0,0,1,446,304,15,194,1108,0,0,0,55,1,1,1,0,2,2,0
0,1,1,1,1,19,3,0,39,1262,0,1,0,88,1,3,2,1,12,1,1
0,0,0,1,1,968,1714,24,21322,28366,0,0,0,90,1,0,0,0,2,1,1
0,0,0,1,1,21,77,0,1022,1799,0,1,0,90,1,1,1,0,2,1,1
0,0,0,0,1,1263,186,0,13364,1414,0,1,0,90,1,2,1,0,12,0,0
0,0,0,0,1,4605,4597,37,59052,64519,0,0,0,88,1,1,3,0,1,1,0
0,0,0,0,1,7743,8512,208,12142,75653,0,0,0,88,1,0,0,0,3,5,0
0,1,0,0,1,674,236,8,730,1596,0,1,0,90,1,1,2,0,8,1,1
0,0,0,0,1,33,138,1,52,1182,0,1,0,88,1,1,1,0,14,1,1
0,0,0,0,1,2259,2909,958,21278,225128,0,1,0,88,1,1,1,1,2,1,0
0,0,0,1,1,169,439,1,308,430,1,1,0,90,1,2,1,1,9,1,1
0,0,0,1,1,31,225,3,1361,4022,0,1,0,88,1,1,3,2,3,0,0
0,0,0,0,1,57,163,0,4,709,0,0,0,29,1,1,1,0,3,1,1
0,0,0,1,1,4288,4382,0,8405,2358,0,1,0,88,1,4,18,0,4,0,0
0,0,0,0,1,8,5,0,1,449,0,0,0,29,1,2,2,0,11,1,1
0,0,0,0,1,264,171,2,211,549,0,1,0,29,1,2,3,0,2,0,0
0,0,0,0,1,14,4,0,80,150,0,1,0,12,1,1,1,0,3,1,1
0,1,0,1,1,506,602,18,18898,25401,0,1,0,88,1,1,0,2,14,0,1
0,0,0,0,1,696,609,20,35,7613,0,1,0,29,1,1,1,0,1,1,1
0,0,0,0,1,933,811,27,3330,8450,0,0,0,12,1,1,1,1,6,1,0
0,0,0,0,0,72978,709,402,4381,21662,0,0,0,88,1,2,2,1,5,1,0
0,1,0,1,1,109,142,1,86,740,0,1,0,90,1,2,2,0,6,1,1
0,0,0,0,1,150,193,1,94,419,0,0,0,88,1,1,2,0,17,0,1
0,0,0,0,1,86557,34509,78,413,57921,0,0,0,70,1,1,1,0,19,1,0
0,0,0,0,0,13137,1535,211,27438,29759,0,1,0,88,1,1,5,1,2,1,0
0,1,0,1,1,740,493,151,51291,376931,0,0,0,83,1,1,1,1,1,1,0
0,1,0,0,1,1569,1056,44,31506,13790,0,0,0,88,1,1,1,0,2,0,0
0,1,0,1,1,9,8,0,113,92,1,1,0,90,1,3,5,0,4,1,1
0,0,0,0,0,3832,621,0,137,3121,0,0,0,93,1,1,1,0,3,0,0
0,0,0,0,1,84,719,0,2,377,0,1,0,88,1,1,1,0,19,1,1
0,0,0,0,1,1540,460,9,17582,5445,0,1,0,93,1,1,3,4,6,0,0
0,0,0,0,1,620,950,13,3857,10755,0,0,0,88,1,1,1,0,8,1,0
0,1,1,1,1,3477,697,18,7238,125,0,1,0,95,1,1,4,0,3,0,1
0,0,0,0,1,82757,71244,106,28,34179,0,1,0,70,1,1,1,0,18,1,1
0,1,0,1,1,2020,1209,0,2649,864,0,1,0,90,1,0,1,2,2,0,1
0,1,0,0,1,1407,0,0,1,23640,0,0,0,88,1,2,3,0,21,1,1
0,0,0,1,1,6,58,0,38,49,0,1,0,90,1,1,2,0,20,0,1
0,0,0,1,1,255,532,23,8809,32314,0,1,0,92,1,1,2,0,2,1,0
0,0,0,0,1,3,1,0,43,191,0,1,0,88,1,1,2,0,14,1,1
0,0,0,1,1,11,131,0,3,86,1,1,0,88,1,1,1,0,9,0,1
0,0,0,0,0,51292,65,895,2750,16974,0,0,0,38,1,1,1,0,2,1,0
0,0,0,1,1,83,108,0,6234,5213,0,1,0,93,1,0,0,1,1,0,1
0,0,0,1,1,403,2677,0,1928,3866,1,1,0,93,1,0,0,4,1,0,1
0,1,0,0,1,4308,198,178,1070,55457,0,0,0,84,1,1,3,0,1,0,0
0,1,1,1,1,74,793,0,40,430,0,1,0,88,1,1,1,0,1,1,1
0,1,0,0,1,7,2,1,4,862,0,1,0,88,1,1,1,0,6,0,1
0,0,0,0,0,4286,240,104,182,7325,0,0,0,80,1,1,3,0,2,1,0
0,0,0,0,1,2540,293,20,1392,4847,0,0,0,80,1,1,1,0,7,0,0
0,1,0,1,1,232,133,4,2091,2017,0,1,0,90,1,1,2,0,19,2,1
0,1,0,1,1,1773,2321,0,22104,15013,0,0,0,90,1,1,2,0,1,1,1
0,0,0,1,1,202,17,4,432,1569,0,0,0,88,1,2,2,1,2,0,0
0,1,0,1,1,1716,2410,7,41336,20219,0,1,0,93,1,0,0,0,4,1,1
0,1,1,1,1,139,210,0,3084,8002,0,1,0,88,1,0,1,1,1,0,1
0,0,0,0,1,7706,971,34,23372,2132,0,1,0,90,1,1,1,2,3,1,0
0,0,0,1,1,11,41,1,625,1362,0,1,0,88,1,0,0,3,5,0,1
0,0,0,1,1,241,1923,13,15569,12255,0,0,0,93,1,0,0,1,1,0,0
0,0,0,0,1,2735,3407,4,16381,47254,0,1,0,93,1,3,5,0,4,0,0
0,1,0,0,1,2690,2772,74,3982,11130,0,0,0,80,1,2,1,0,11,1,0
0,1,1,1,1,0,3,0,0,1,1,1,0,80,1,1,1,0,7,0,1
0,1,1,1,1,264,286,0,15420,12220,0,1,0,88,1,7,15,3,2,0,1
0,0,0,0,1,10035,1977,194,1061,3602,0,1,0,88,1,1,1,1,3,1,0
0,0,0,0,1,4822,1157,10,4683,4342,0,0,0,88,0,1,9,0,2,0,0
0,0,0,0,1,34,20,0,90,1073,0,1,0,88,1,1,1,0,3,0,1
0,0,0,1,1,1415,3066,19,5785,9824,0,1,0,93,1,1,3,0,8,0,0
0,0,0,1,1,72,270,0,5623,770,0,1,0,90,1,3,7,2,4,0,1
0,0,0,0,1,283,363,26,2,10165,0,0,0,46,1,3,1,0,3,1,0
0,1,0,1,1,64,517,0,616,280,0,1,0,93,1,1,1,0,3,0,1
0,1,1,1,1,136,134,0,0,4083,0,1,0,112,1,1,1,0,3,1,1
0,0,0,0,0,8829,170,4,52,6058,0,0,0,88,1,1,1,0,12,0,0
0,0,0,0,1,6,35,0,39,131,0,1,0,88,1,1,1,0,7,1,1
0,0,0,0,1,9508,39,35,9662,5959,0,0,0,88,1,1,4,0,15,1,0
0,0,0,1,1,27,101,0,5633,1380,0,1,0,93,1,0,0,0,1,0,1
0,0,0,0,1,29524,9085,158,30202,16664,0,0,0,93,1,644,1105,0,4,0,0
0,0,0,0,1,87,694,1,419,3426,0,1,0,88,1,2,1,0,7,1,1
0,0,0,1,1,128,420,0,1270,2616,0,0,0,93,1,1,1,0,1,0,0
0,1,1,0,1,243,787,1,46,805,0,0,0,88,1,2,2,0,4,0,1
0,0,0,0,1,656,361,2,174,17088,0,0,0,50,1,3,1,0,3,1,0
0,1,0,0,1,224,989,13,17431,9630,0,0,0,93,1,1,1,0,2,0,0
0,0,0,0,1,297,191,7,435,184,0,1,0,88,1,5,8,3,4,0,0
0,0,0,0,1,2546,4981,13,24670,24367,0,1,0,92,1,2,1,1,12,0,0
0,1,0,1,1,265,80,12,54796,46875,0,1,0,90,1,1,1,1,9,0,0
0,0,0,1,1,2,28,0,4,23,0,1,0,90,1,1,1,1,2,0,1
0,0,0,0,1,222876,711,808,2640,21707,0,0,0,88,1,95,650,0,2,0,0
0,0,0,1,1,1,0,0,0,27,1,1,0,88,1,1,1,0,8,0,1
0,1,0,0,1,41,0,0,135,2843,0,0,0,74,1,1,1,0,3,1,1
0,1,0,0,1,2932,59,16,2678,5766,0,1,0,88,1,0,0,3,5,0,0
0,0,0,0,1,601,389,210,53411,51941,0,0,0,93,1,1,2,0,5,0,0
0,0,0,0,1,30,170,0,63,642,0,1,0,30,1,1,1,0,1,1,1
0,1,0,1,1,1138,2678,9,61260,21619,0,1,0,90,1,0,1,0,2,1,1
0,1,0,1,1,43,672,0,3620,149,1,1,0,92,1,0,1,5,2,0,1
0,0,0,1,1,419,1218,0,618,708,0,1,0,90,1,1,2,0,3,0,0
0,0,0,0,1,1757,1872,75,13199,29688,0,0,0,93,1,0,0,3,2,0,0
0,0,0,0,1,2543,397,8,138,829,0,1,0,93,1,4,20,0,4,1,1
0,0,0,0,1,4005,533,105,2689,10833,0,0,0,29,1,1,3,0,4,1,0
0,1,0,0,1,50,180,0,0,43,1,1,0,62,1,1,1,1,3,1,1
0,0,0,0,1,571,509,1,685,3646,0,1,0,88,1,1,1,4,6,1,0
0,0,0,0,1,690,822,15,348,6891,0,0,0,29,1,1,1,0,8,1,0
0,0,0,0,1,5502,5783,79,58,133377,0,1,0,61,1,1,1,0,7,1,1
0,0,0,0,1,2323,3859,24,438,1307,0,1,0,88,1,1,4,2,5,1,0
0,0,0,0,1,974,322,9,566,618,0,1,0,93,1,4,14,2,1,1,0
0,0,0,1,1,167,5,0,7240,30304,0,1,0,90,1,2,2,1,5,1,0
0,0,0,0,1,1,0,0,3,13,1,1,0,88,1,2,1,0,7,1,1
0,0,0,1,1,251,787,1,15166,8002,0,1,0,93,1,0,0,0,7,1,1
0,1,0,1,1,60,197,0,8860,2919,0,1,0,90,1,2,2,1,1,0,1
0,0,0,0,1,3512,12,5,133,876,0,1,0,93,0,3,18,0,12,0,0
0,0,0,0,1,145,124,6,97,58,0,1,0,88,1,1,3,0,2,0,1
0,0,0,0,1,1243,316,36,320,1064,0,0,0,88,1,3,4,3,4,1,0
